Index,SMILES,Valid,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,Steroid_Skeleton,O/C_Ratio,Score,Classification,Description,Reasons,Error
224,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1242.4,6.0,13.0,13.0,1.0,10.0,0.0,No,0.203,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1242.4 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
225,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1178.4,5.0,12.0,13.0,0.0,10.0,0.0,No,0.200,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1178.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
226,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1213.4,6.0,12.0,12.0,1.0,10.0,0.0,No,0.188,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1213.4 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
227,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1227.5,6.0,12.0,12.0,1.0,10.0,0.0,No,0.185,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1227.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
228,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1194.4,5.0,13.0,13.0,1.0,10.0,0.0,No,0.217,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1194.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
229,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1194.4,5.0,13.0,13.0,1.0,10.0,0.0,No,0.217,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1194.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
230,O=C1N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([...,True,1244.5,5.0,13.0,13.0,1.0,10.0,0.0,No,0.203,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1244.5 > 800 (+30); Many rings: 5 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
231,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1194.4,5.0,13.0,13.0,1.0,10.0,0.0,No,0.217,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1194.4 > 800 (+30); Many rings: 5 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
232,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1255.5,6.0,12.0,12.0,1.0,10.0,0.0,No,0.179,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1255.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
233,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1241.5,6.0,12.0,12.0,1.0,10.0,0.0,No,0.182,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1241.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
234,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1255.5,6.0,12.0,12.0,1.0,11.0,0.0,No,0.179,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1255.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
235,O=C1N([H])[C@@]([H])(C(=O)N6[C@]([H])(C(=O)N([H])[...,True,1289.5,7.0,12.0,12.0,1.0,10.0,0.0,No,0.171,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1289.5 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
236,O=C1N([H])[C@@]([H])(C(=O)N7[C@]([H])(C(=O)N([H])[...,True,1328.6,8.0,12.0,13.0,1.0,10.0,0.0,No,0.167,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1328.6 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
237,O=C1N([H])[C@@]([H])(C(=O)N6[C@]([H])(C(=O)N([H])[...,True,1305.5,7.0,13.0,12.0,2.0,10.0,0.0,No,0.186,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1305.5 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
238,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1256.5,6.0,12.0,13.0,1.0,10.0,0.0,No,0.182,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1256.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
239,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1270.5,6.0,12.0,13.0,1.0,10.0,0.0,No,0.179,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1270.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
240,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1229.4,6.0,13.0,12.0,2.0,10.0,0.0,No,0.203,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1229.4 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
241,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1257.5,6.0,14.0,12.0,2.0,10.0,0.0,No,0.215,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1257.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
242,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1271.5,6.0,14.0,12.0,2.0,10.0,0.0,No,0.212,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1271.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
243,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[...,True,1256.5,6.0,13.0,13.0,1.0,10.0,0.0,No,0.200,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1256.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
244,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])...,True,1270.5,6.0,13.0,13.0,1.0,10.0,0.0,No,0.197,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1270.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
245,O=C1N([H])[C@@]([H])(C(=O)N([H])c5c(C(=O)N([H])[C@...,True,1292.5,6.0,13.0,13.0,1.0,9.0,0.0,No,0.191,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1292.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
246,O=C1N([H])[C@@]([H])(C(=O)N([H])c5c(C(=O)N([H])[C@...,True,1292.5,6.0,12.0,13.0,1.0,9.0,0.0,No,0.174,75.0,LIKELY_SAPONIN,Probably a saponin,High MW: 1292.5 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 12 ≥ 12 (+20),
247,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,942.1,3.0,17.0,1.0,11.0,20.0,3.0,No,0.362,100.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 942.1 > 800 (+30); Few rings: 3 (only +5); Very high oxygen: 17 ≥ 12 (+20),
248,O=C3O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])...,True,1032.2,4.0,17.0,1.0,11.0,19.0,3.0,No,0.315,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1032.2 > 800 (+30); Sufficient rings: 4 ≥ 4 (+15); Very high oxygen: 17 ≥ 12 (+20),
249,O=[S](=O)(O)O[C@]4([H])C([H])([H])C([H])([H])[C@]1...,True,578.8,4.0,9.0,0.0,3.0,9.0,0.0,No,0.333,85.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 578.8 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); High oxygen: 9 ≥ 8 (+15),
250,O=[S](=O)(O)O[C@]1([H])C([H])([H])C([H])([H])[C@]2...,True,580.8,4.0,9.0,0.0,3.0,10.0,0.0,Yes,0.333,100.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 580.8 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); High oxygen: 9 ≥ 8 (+15),
251,O=[S](=O)(O)OC([H])([H])[C@@]([H])([C@]4([H])[C@@]...,True,564.8,4.0,8.0,0.0,2.0,9.0,0.0,Yes,0.296,90.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 564.8 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); High oxygen: 8 ≥ 8 (+15),
252,O=C6O[C@]57[C@]([C@@]4(C([H])([H])C([H])([H])[C@]3...,True,767.0,8.0,13.0,0.0,7.0,20.0,4.0,No,0.317,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 767.0 > 600 (+20); Many rings: 8 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
253,O=C(OC([H])([H])C([H])([H])ON(=O)O)[C@@]67C([H])([...,False,,,,,,,,,,,,,,Invalid SMILES
254,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O...,False,,,,,,,,,,,,,,Invalid SMILES
255,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,False,,,,,,,,,,,,,,Invalid SMILES
256,[H]C(=O)[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(...,True,735.0,7.0,11.0,0.0,6.0,18.0,4.0,No,0.268,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 735.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); High oxygen: 11 ≥ 8 (+15),
257,O=C5[C@]6([H])[C@]([C@@]4(C([H])([H])C([H])([H])[C...,True,767.0,7.0,13.0,0.0,7.0,19.0,4.0,No,0.317,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 767.0 > 600 (+20); Many rings: 7 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
258,O=C(O[H])[C@@]78C([H])([H])C([H])([H])[C@@]6(/C(=C...,True,913.1,8.0,17.0,0.0,10.0,23.0,6.0,No,0.362,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 913.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
259,O=C(N([H])[C@]1([H])[C@@]([H])(O[H])[C@]([H])(O[H]...,True,2824.1,16.0,61.0,1.0,29.0,66.0,22.0,No,0.452,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 2824.1 > 800 (+30); Many rings: 16 ≥ 5 (+20); Very high oxygen: 61 ≥ 12 (+20),
260,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,730.9,6.0,13.0,0.0,8.0,20.0,4.0,Yes,0.342,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 730.9 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
261,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,716.9,6.0,13.0,0.0,9.0,20.0,4.0,Yes,0.351,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 716.9 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
262,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])...,True,791.0,6.0,15.0,0.0,9.0,22.0,4.0,Yes,0.375,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 791.0 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
263,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,775.0,6.0,14.0,0.0,8.0,21.0,4.0,Yes,0.350,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 775.0 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
264,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,803.0,6.0,15.0,0.0,9.0,22.0,4.0,Yes,0.366,150.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 803.0 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
265,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,789.0,6.0,15.0,0.0,10.0,22.0,4.0,Yes,0.375,140.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 789.0 > 600 (+20); Many rings: 6 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
266,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@]2([H])[C@]...,True,568.8,5.0,8.0,0.0,6.0,16.0,2.0,Yes,0.250,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 568.8 > 400 (+10); Many rings: 5 ≥ 5 (+20); High oxygen: 8 ≥ 8 (+15),
267,[H]C1([H])[C@]([H])(O[H])C([H])([H])[C@@]2(O[H])[C...,True,584.8,5.0,9.0,0.0,7.0,16.0,2.0,Yes,0.281,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 584.8 > 400 (+10); Many rings: 5 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
268,O=C(C([H])([H])[C@](O[H])([C@]4([H])[C@@]1([C@@]([...,True,512.7,4.0,7.0,0.0,3.0,9.0,0.0,No,0.259,80.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 512.7 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Moderate oxygen: 7 ≥ 5 (+10),
269,O=C(C([H])([H])[C@]([H])([C@]5([H])[C@@]1([C@@]([H...,True,738.9,5.0,14.0,0.0,5.0,15.0,2.0,No,0.424,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 738.9 > 600 (+20); Many rings: 5 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
270,O=C(C([H])([H])[C@]([H])([C@]4([H])[C@@]1([C@@]([H...,True,512.7,4.0,7.0,0.0,3.0,10.0,0.0,No,0.259,80.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Low MW: 512.7 > 400 (+10); Sufficient rings: 4 ≥ 4 (+15); Moderate oxygen: 7 ≥ 5 (+10),
271,O=C([C@]5([H])[C@@]1([C@@]([H])([C@@]4([H])C(=C([H...,True,638.8,5.0,13.0,0.0,4.0,13.0,2.0,No,0.481,120.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 638.8 > 600 (+20); Many rings: 5 ≥ 5 (+20); Very high oxygen: 13 ≥ 12 (+20),
272,O=C(C([H])([H])[C@](O[H])([C@]9([H])[C@@]1([C@@]([...,True,1215.4,9.0,27.0,0.0,13.0,32.0,10.0,No,0.491,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1215.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 27 ≥ 12 (+20),
273,O=C(C([H])([H])[C@](O[H])([C@]9([H])[C@@]1([C@@]([...,True,1229.4,9.0,27.0,0.0,13.0,33.0,10.0,No,0.482,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1229.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 27 ≥ 12 (+20),
274,O=C1O[C@]([C@@]%10([H])[C@]12[C@]([C@@]9([H])C(=C(...,True,1401.5,10.0,32.0,0.0,12.0,33.0,10.0,No,0.508,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1401.5 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 32 ≥ 12 (+20),
275,O=C1O[C@]([C@@]%10([H])[C@]12[C@]([C@@]9([H])C(=C(...,True,1399.5,10.0,32.0,0.0,12.0,33.0,10.0,No,0.508,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1399.5 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 32 ≥ 12 (+20),
276,O=C3O[C@]([C@]2([H])C(=O)C([H])([H])[C@]1([C@@]%10...,True,1297.4,10.0,29.0,0.0,12.0,31.0,10.0,No,0.492,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1297.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 29 ≥ 12 (+20),
277,O=C3O[C@]([C@]2([H])C(=O)C([H])([H])[C@]1([C@@]%11...,True,1473.6,11.0,34.0,0.0,14.0,36.0,12.0,No,0.515,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1473.6 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 34 ≥ 12 (+20),
278,O=C%10O[C@]([C@@]9([H])C(=O)C([H])([H])[C@]8(/C7=C...,True,1283.4,10.0,29.0,0.0,13.0,31.0,10.0,No,0.500,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1283.4 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 29 ≥ 12 (+20),
279,O=C(O[C@@]2([H])O[C@]([H])([C@]([H])(O[C@@]1([H])O...,True,1643.7,13.0,39.0,0.0,20.0,46.0,16.0,No,0.520,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1643.7 > 800 (+30); Many rings: 13 ≥ 5 (+20); Very high oxygen: 39 ≥ 12 (+20),
280,O=C(O[C@@]3([H])O[C@]([H])([C@]([H])(O[C@]2([H])O[...,True,1833.9,14.0,45.0,0.0,22.0,51.0,18.0,No,0.549,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1833.9 > 800 (+30); Many rings: 14 ≥ 5 (+20); Very high oxygen: 45 ≥ 12 (+20),
281,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,True,1209.3,10.0,27.0,0.0,16.0,32.0,10.0,No,0.474,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1209.3 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 27 ≥ 12 (+20),
282,O=C(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H]...,True,1371.5,11.0,32.0,0.0,19.0,37.0,12.0,No,0.508,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1371.5 > 800 (+30); Many rings: 11 ≥ 5 (+20); Very high oxygen: 32 ≥ 12 (+20),
283,O=C1O[C@@](C([H])=C([H])C([H])=C(C([H])([H])[H])C(...,True,921.1,8.0,17.0,0.0,7.0,22.0,6.0,No,0.354,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 921.1 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 17 ≥ 12 (+20),
284,O=C6O[C@@]7([H])C([H])([H])[C@]5(/C4=C(\[H])C([H])...,True,845.0,8.0,16.0,0.0,6.0,19.0,4.0,No,0.390,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 845.0 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
285,O=C6O[C@@]7([H])C([H])([H])[C@]5(/C4=C(\[H])C([H])...,True,845.0,7.0,16.0,0.0,7.0,19.0,4.0,No,0.390,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 845.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 16 ≥ 12 (+20),
286,O=C6O[C@@]7([H])C([H])([H])[C@]5(/C4=C(\[H])C([H])...,True,829.0,7.0,15.0,0.0,6.0,18.0,4.0,No,0.366,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 829.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
287,O=C6O[C@@]7([H])C([H])([H])[C@]5(/C4=C(\[H])C([H])...,True,829.0,7.0,15.0,0.0,6.0,18.0,4.0,No,0.366,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 829.0 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 15 ≥ 12 (+20),
288,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1153.3,9.0,25.0,0.0,11.0,27.0,8.0,No,0.472,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1153.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
289,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1153.3,9.0,25.0,0.0,11.0,28.0,8.0,No,0.472,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1153.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 25 ≥ 12 (+20),
290,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1233.4,9.0,28.0,0.0,11.0,27.0,8.0,No,0.528,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1233.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 28 ≥ 12 (+20),
291,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1233.4,9.0,28.0,0.0,11.0,28.0,8.0,No,0.528,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1233.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 28 ≥ 12 (+20),
292,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1217.4,9.0,27.0,0.0,10.0,27.0,8.0,No,0.509,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1217.4 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 27 ≥ 12 (+20),
293,[H][C@]34C([C@@]([H])(O[C@]1([H])O[C@@]([H])([C@](...,True,827.1,6.0,14.0,0.0,9.0,18.0,4.0,No,0.318,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 827.1 > 800 (+30); Many rings: 6 ≥ 5 (+20); Very high oxygen: 14 ≥ 12 (+20),
294,[H][C@]45C([C@@]([H])(O[C@]2([H])O[C@@]([H])([C@](...,True,987.2,7.0,19.0,0.0,10.0,22.0,6.0,No,0.380,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 987.2 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 19 ≥ 12 (+20),
295,[H][C@]45C([C@@]([H])(O[C@]2([H])O[C@@]([H])([C@](...,True,1028.2,7.0,19.0,1.0,9.0,22.0,6.0,No,0.365,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1028.2 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 19 ≥ 12 (+20),
296,[H][C@]45C([C@@]([H])(O[C@]2([H])O[C@@]([H])([C@](...,True,1000.2,7.0,18.0,1.0,10.0,22.0,6.0,No,0.353,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1000.2 > 800 (+30); Many rings: 7 ≥ 5 (+20); Very high oxygen: 18 ≥ 12 (+20),
297,[H][C@]56C([C@@]([H])(O[C@]3([H])O[C@@]([H])([C@](...,True,1160.4,8.0,23.0,1.0,11.0,26.0,8.0,No,0.404,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1160.4 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
298,[H][C@]56C([C@@]([H])(O[C@]3([H])O[C@@]([H])([C@](...,True,1202.4,8.0,24.0,1.0,10.0,26.0,8.0,No,0.407,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1202.4 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 24 ≥ 12 (+20),
299,[H][C@]56C([C@@]([H])(O[C@]3([H])O[C@@]([H])([C@](...,True,1202.4,8.0,24.0,1.0,10.0,26.0,8.0,No,0.407,125.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1202.4 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 24 ≥ 12 (+20),
300,O=C1O[C@]([C@@]9([H])[C@]18[C@](/C7=C(\[H])C([H])(...,True,1157.3,9.0,24.0,0.0,9.0,28.0,8.0,No,0.421,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1157.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 24 ≥ 12 (+20),
301,O=C8O[C@@]9([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,971.1,9.0,20.0,0.0,9.0,26.0,8.0,No,0.417,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 971.1 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 20 ≥ 12 (+20),
302,O=C1O[C@]([C@]9([H])[C@]18[C@](/C7=C(\[H])C([H])([...,True,1113.3,9.0,23.0,0.0,9.0,27.0,8.0,No,0.418,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1113.3 > 800 (+30); Many rings: 9 ≥ 5 (+20); Very high oxygen: 23 ≥ 12 (+20),
303,O=C(O[C@@]8([H])C([H])([H])[C@]7(/C6=C(\[H])C([H])...,True,1103.3,8.0,22.0,0.0,11.0,27.0,8.0,No,0.400,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1103.3 > 800 (+30); Many rings: 8 ≥ 5 (+20); Very high oxygen: 22 ≥ 12 (+20),
304,O=C1O[C@]([C@]%10([H])[C@]19[C@](/C8=C(\[H])C([H])...,True,1313.5,10.0,29.0,0.0,11.0,31.0,10.0,No,0.483,135.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,High MW: 1313.5 > 800 (+30); Many rings: 10 ≥ 5 (+20); Very high oxygen: 29 ≥ 12 (+20),
305,O=C1O[C@]([C@]6([H])[C@]15[C@](/C4=C(\[H])C([H])([...,True,644.8,6.0,9.0,0.0,3.0,13.0,2.0,No,0.243,115.0,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin,Medium MW: 644.8 > 600 (+20); Many rings: 6 ≥ 5 (+20); High oxygen: 9 ≥ 8 (+15),
