Index,SMILES,MW,Rings,Oxygen,Nitrogen,Score,Classification
579,[Cl]c2nc1c(c([H])c([H])c([H])c1c([H])c2C([H])([H])...,207.7,2.0,1.0,1.0,-10.0,NOT_SAPONIN
580,[Cl]c2nc1c([H])c(c([H])c([H])c1c([H])c2C([H])([H])...,207.7,2.0,1.0,1.0,-10.0,NOT_SAPONIN
581,[Cl]c2nc1c(OC([H])([H])[H])c([H])c([H])c([H])c1c([...,223.7,2.0,2.0,1.0,0.0,NOT_SAPONIN
582,[Cl]c2nc1c([H])c([H])c(OC([H])([H])[H])c([H])c1c([...,223.7,2.0,2.0,1.0,0.0,NOT_SAPONIN
583,O=c4n3c(c2nc1c([H])c([H])c([H])c([H])c1c([H])c2C3(...,348.4,5.0,4.0,2.0,20.0,UNLIKELY_SAPONIN
584,O=C(C([H])([H])c1c(c(O[H])c2c(c1O[H])C(=O)C(OC([H]...,290.3,2.0,6.0,0.0,20.0,UNLIKELY_SAPONIN
585,O=C3c1c(c(O[H])c2c(c1O[H])C([H])([H])[C@@](OC2([H]...,306.3,3.0,7.0,0.0,45.0,POSSIBLE_SAPONIN
586,O=C3c1c(c(O[H])c2c(c1O[H])C([H])([H])[C@@](OC2([H]...,320.3,3.0,7.0,0.0,40.0,POSSIBLE_SAPONIN
587,O=C(c1c([H])c(c(OC([H])([H])C([H])([H])N([H])[H])c...,727.0,3.0,4.0,8.0,-5.0,NOT_SAPONIN
588,O=C(OC([H])([H])[H])C([H])=C([H])[H],86.1,0.0,2.0,0.0,10.0,NOT_SAPONIN
589,O=C(OC([H])([H])C([H])([H])[H])C([H])=C([H])[H],100.1,0.0,2.0,0.0,10.0,NOT_SAPONIN
590,O=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C...,114.1,0.0,2.0,0.0,10.0,NOT_SAPONIN
591,O=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C...,114.1,0.0,2.0,0.0,10.0,NOT_SAPONIN
592,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[...,128.2,0.0,2.0,0.0,10.0,NOT_SAPONIN
593,O=C(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[...,128.2,0.0,2.0,0.0,10.0,NOT_SAPONIN
594,O=C(OC([H])([H])[H])C(=C([H])[H])C([H])([H])[H],100.1,0.0,2.0,0.0,10.0,NOT_SAPONIN
595,O=C(OC([H])([H])C([H])([H])[H])C(=C([H])[H])C([H])...,114.1,0.0,2.0,0.0,10.0,NOT_SAPONIN
596,O=C(OC([H])([H])C([H])([H])C([H])([H])[H])C(=C([H]...,128.2,0.0,2.0,0.0,10.0,NOT_SAPONIN
597,O=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C(=C([H]...,128.2,0.0,2.0,0.0,10.0,NOT_SAPONIN
598,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[...,142.2,0.0,2.0,0.0,10.0,NOT_SAPONIN
599,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,229.4,0.0,2.0,1.0,0.0,NOT_SAPONIN
600,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,257.4,0.0,2.0,1.0,-10.0,NOT_SAPONIN
601,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,285.5,0.0,2.0,1.0,-10.0,NOT_SAPONIN
602,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,313.5,0.0,2.0,1.0,-10.0,NOT_SAPONIN
603,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,341.6,0.0,2.0,1.0,-10.0,NOT_SAPONIN
604,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,271.4,0.0,2.0,1.0,-10.0,NOT_SAPONIN
605,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,327.6,0.0,2.0,1.0,-10.0,NOT_SAPONIN
606,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,271.4,0.0,2.0,1.0,-10.0,NOT_SAPONIN
607,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C...,327.6,0.0,2.0,1.0,-10.0,NOT_SAPONIN
608,O=C(OC([H])([H])C([H])([H])[H])C([H])([H])c1nc([s]...,326.5,1.0,2.0,2.0,-20.0,NOT_SAPONIN
609,O=C2N([H])c1c([H])c([H])c([H])c([H])c1C2(c3c([H])n...,423.5,6.0,3.0,3.0,10.0,NOT_SAPONIN
610,O=C(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H...,1191.4,10.0,25.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
611,O=C(N([H])C([H])([H])[H])[C@@]67C([H])([H])C([H])(...,840.0,7.0,15.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
612,O=C(N([H])C([H])([H])c1c([H])c(OC([H])([H])[H])c(O...,976.2,8.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
613,O=C(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H...,972.2,7.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
614,O=C(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H...,988.2,8.0,17.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
615,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4(...,1626.8,12.0,36.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
616,[H][C@]68/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,973.1,8.0,20.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
617,[H][C@]57/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,795.0,7.0,14.0,0.0,125.0,HIGH_CONFIDENCE_SAPONIN
618,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C...,634.8,6.0,10.0,0.0,120.0,HIGH_CONFIDENCE_SAPONIN
619,O=C(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]...,820.1,8.0,12.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
620,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C(=O)O[H])[C...,870.1,8.0,13.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
621,O=C(N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C...,862.1,8.0,13.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
622,O=C(N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])...,1024.2,9.0,19.0,1.0,125.0,HIGH_CONFIDENCE_SAPONIN
623,[H][C@]68/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C...,969.1,8.0,19.0,0.0,135.0,HIGH_CONFIDENCE_SAPONIN
