Index,SMILES,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,O/C_Ratio,Score,Classification,Description
150,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H])C(=O)C([...,452.7,1,3,4,0,1,0,0.120,-10,NOT_SAPONIN,Not a saponin
151,O=C1N(C(=O)N(C1([H])[H])C([H])([H])[C@@]([H])(N([H])C(=O)C([...,507.1,2,3,4,0,1,0,0.111,-10,NOT_SAPONIN,Not a saponin
152,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C([H])([H])...,706.8,4,11,6,4,10,2,0.333,95,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
153,O=c1n([H])c(=O)n(c([H])c1[H])[C@]4([H])O[C@]([H])([C@]([H])(...,830.9,4,16,4,8,15,4,0.421,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
154,O=c1c3c(oc2c1c(c(OC([H])([H])[H])c(O[H])c2[H])C([H])([H])C([...,410.5,3,6,0,3,0,0,0.250,50,POSSIBLE_SAPONIN,Could be a saponin
155,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,612.8,3,8,2,3,2,0,0.235,50,POSSIBLE_SAPONIN,Could be a saponin
156,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,668.9,3,8,2,3,2,0,0.211,50,POSSIBLE_SAPONIN,Could be a saponin
157,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,696.9,3,8,2,3,2,0,0.200,45,POSSIBLE_SAPONIN,Could be a saponin
158,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,640.8,3,8,2,3,2,0,0.222,50,POSSIBLE_SAPONIN,Could be a saponin
159,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,764.9,3,14,2,9,2,0,0.368,70,LIKELY_SAPONIN,Probably a saponin
160,O=C4O[C@@]([H])(C([H])([H])C([H])=C([H])C([H])=C([H])C([H])=...,665.7,4,13,1,6,14,3,0.394,115,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
161,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,664.8,5,8,2,3,2,0,0.211,60,LIKELY_SAPONIN,Probably a saponin
162,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,692.9,5,8,2,3,2,0,0.200,55,POSSIBLE_SAPONIN,Could be a saponin
163,O=c1c5c(oc3c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,694.9,5,8,4,3,2,0,0.211,50,POSSIBLE_SAPONIN,Could be a saponin
164,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,556.7,3,8,2,3,2,0,0.267,40,POSSIBLE_SAPONIN,Could be a saponin
165,O=c1c3c(oc2c1c(O[H])c(c(OC([H])([H])[C@@]([H])(O[H])C([H])([...,642.8,3,8,4,3,2,0,0.235,40,POSSIBLE_SAPONIN,Could be a saponin
166,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,1871.5,11,23,5,14,39,3,0.219,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
167,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,1885.6,11,23,5,14,39,3,0.217,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
168,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1913.6,11,23,5,14,39,3,0.213,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
169,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1941.7,11,23,5,14,39,3,0.209,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
170,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1917.6,11,25,5,16,41,3,0.236,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
171,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1973.7,11,25,5,16,41,3,0.227,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
172,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,924.1,3,17,1,11,19,3,0.362,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
173,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,1871.5,11,23,5,14,39,3,0.219,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
174,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,1885.6,11,23,5,14,39,3,0.217,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
175,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1913.6,11,23,5,14,39,3,0.213,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
176,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1941.7,11,23,5,14,39,3,0.209,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
177,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O...,1917.6,11,25,5,16,41,3,0.236,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
178,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])[C@](C1([H...,468.7,4,6,0,6,13,0,0.222,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
179,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])[C@](C1([H...,484.7,4,7,0,7,13,0,0.259,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
180,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[...,638.8,5,10,0,6,17,2,0.286,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
181,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[...,624.8,5,10,0,6,16,2,0.294,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
182,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(OC([H]...,761.0,6,14,0,8,21,4,0.359,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
183,[H]C2([H])c1c(c(c(c(n1C([H])([H])C2([H])[H])C([H])([H])[H])C...,424.7,2,0,1,0,0,0,0.000,5,NOT_SAPONIN,Not a saponin
184,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])...,766.2,0,4,7,0,2,0,0.093,-5,NOT_SAPONIN,Not a saponin
185,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])...,737.2,0,4,6,0,2,0,0.095,-5,NOT_SAPONIN,Not a saponin
186,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]2([H])C([H]...,279.4,3,0,1,0,1,0,0.000,5,NOT_SAPONIN,Not a saponin
187,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])[C@]2([H])C([H]...,279.4,3,0,1,0,1,0,0.000,5,NOT_SAPONIN,Not a saponin
188,[H]c1c(c([H])c2c(c1[H])C([H])([H])C([H])([H])C2(C([H])([H])c...,369.6,4,0,1,0,0,0,0.000,15,NOT_SAPONIN,Not a saponin
189,[H]c1c([H])c([H])c([H])c([H])c1/C(=C(/c2c([H])c([H])c([H])c(...,371.5,3,1,1,0,0,0,0.038,5,NOT_SAPONIN,Not a saponin
190,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1087.3,7,10,12,2,8,0,0.175,75,LIKELY_SAPONIN,Probably a saponin
191,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1110.3,8,10,13,2,9,0,0.172,75,LIKELY_SAPONIN,Probably a saponin
192,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1169.4,7,9,14,0,8,0,0.145,60,LIKELY_SAPONIN,Probably a saponin
193,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1128.4,7,9,13,1,8,0,0.150,60,LIKELY_SAPONIN,Probably a saponin
194,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1137.4,8,9,14,1,8,0,0.150,60,LIKELY_SAPONIN,Probably a saponin
195,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H]...,1137.4,8,9,14,1,8,0,0.150,60,LIKELY_SAPONIN,Probably a saponin
196,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1146.3,9,9,15,1,8,0,0.150,60,LIKELY_SAPONIN,Probably a saponin
197,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1169.5,7,8,14,0,8,0,0.127,60,LIKELY_SAPONIN,Probably a saponin
198,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1187.4,9,8,16,0,8,0,0.127,60,LIKELY_SAPONIN,Probably a saponin
199,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1178.5,8,8,15,0,8,0,0.127,60,LIKELY_SAPONIN,Probably a saponin
200,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1187.5,6,9,14,1,8,0,0.143,60,LIKELY_SAPONIN,Probably a saponin
201,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1186.5,6,8,15,0,8,0,0.127,60,LIKELY_SAPONIN,Probably a saponin
202,O=C(N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,1228.6,6,9,15,0,8,0,0.138,60,LIKELY_SAPONIN,Probably a saponin
203,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,855.1,5,6,10,0,6,0,0.130,50,POSSIBLE_SAPONIN,Could be a saponin
204,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,864.1,6,6,11,0,6,0,0.130,55,POSSIBLE_SAPONIN,Could be a saponin
205,O=C1N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H...,814.0,5,7,9,1,6,0,0.163,55,POSSIBLE_SAPONIN,Could be a saponin
206,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])...,588.0,4,2,3,0,9,0,0.054,25,UNLIKELY_SAPONIN,Probably not a saponin
207,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])...,645.1,4,2,4,0,9,0,0.050,30,UNLIKELY_SAPONIN,Probably not a saponin
208,O=C(O[C@]1([H])C([H])([H])C([H])([H])[C@]2([C@@]([H])(C1([H]...,545.9,4,3,3,0,9,0,0.091,25,UNLIKELY_SAPONIN,Probably not a saponin
209,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])...,545.9,4,2,3,0,9,0,0.059,25,UNLIKELY_SAPONIN,Probably not a saponin
210,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])N(C([...,974.3,5,6,11,0,3,0,0.111,40,POSSIBLE_SAPONIN,Could be a saponin
211,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])N(C([...,1012.4,5,6,13,0,3,0,0.111,45,POSSIBLE_SAPONIN,Could be a saponin
212,O=C1N([H])N(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])N(C([...,1063.4,6,6,12,0,3,0,0.102,50,POSSIBLE_SAPONIN,Could be a saponin
213,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([...,1301.6,7,10,14,0,8,0,0.141,65,LIKELY_SAPONIN,Probably a saponin
214,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H]...,1357.7,7,10,14,0,8,0,0.133,65,LIKELY_SAPONIN,Probably a saponin
215,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H]...,1385.8,7,10,14,0,8,0,0.130,65,LIKELY_SAPONIN,Probably a saponin
216,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H]...,1413.8,7,10,14,0,8,0,0.127,65,LIKELY_SAPONIN,Probably a saponin
217,O=C1N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H]...,1329.7,7,10,14,0,8,0,0.137,65,LIKELY_SAPONIN,Probably a saponin
218,O=C2N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])...,994.3,4,9,11,0,9,0,0.176,55,POSSIBLE_SAPONIN,Could be a saponin
219,O=C2N([H])C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([...,1137.4,5,10,12,0,8,0,0.167,65,LIKELY_SAPONIN,Probably a saponin
220,O=C2N([H])C(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([...,1138.4,5,10,13,0,8,0,0.169,65,LIKELY_SAPONIN,Probably a saponin
221,O=C2N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])...,1010.3,4,10,11,1,9,0,0.196,65,LIKELY_SAPONIN,Probably a saponin
222,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1228.4,6,13,13,1,10,0,0.206,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
223,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1227.4,6,13,12,1,10,0,0.203,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
224,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1242.4,6,13,13,1,10,0,0.203,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
225,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1178.4,5,12,13,0,10,0,0.200,70,LIKELY_SAPONIN,Probably a saponin
226,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1213.4,6,12,12,1,10,0,0.188,75,LIKELY_SAPONIN,Probably a saponin
227,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1227.5,6,12,12,1,10,0,0.185,75,LIKELY_SAPONIN,Probably a saponin
228,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1194.4,5,13,13,1,10,0,0.217,75,LIKELY_SAPONIN,Probably a saponin
229,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1194.4,5,13,13,1,10,0,0.217,75,LIKELY_SAPONIN,Probably a saponin
230,O=C1N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H...,1244.5,5,13,13,1,10,0,0.203,75,LIKELY_SAPONIN,Probably a saponin
231,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1194.4,5,13,13,1,10,0,0.217,75,LIKELY_SAPONIN,Probably a saponin
232,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1255.5,6,12,12,1,10,0,0.179,75,LIKELY_SAPONIN,Probably a saponin
233,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1241.5,6,12,12,1,10,0,0.182,75,LIKELY_SAPONIN,Probably a saponin
234,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1255.5,6,12,12,1,11,0,0.179,75,LIKELY_SAPONIN,Probably a saponin
235,O=C1N([H])[C@@]([H])(C(=O)N6[C@]([H])(C(=O)N([H])[C@]([H])(C...,1289.5,7,12,12,1,10,0,0.171,75,LIKELY_SAPONIN,Probably a saponin
236,O=C1N([H])[C@@]([H])(C(=O)N7[C@]([H])(C(=O)N([H])[C@]([H])(C...,1328.6,8,12,13,1,10,0,0.167,75,LIKELY_SAPONIN,Probably a saponin
237,O=C1N([H])[C@@]([H])(C(=O)N6[C@]([H])(C(=O)N([H])[C@]([H])(C...,1305.5,7,13,12,2,10,0,0.186,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
238,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1256.5,6,12,13,1,10,0,0.182,75,LIKELY_SAPONIN,Probably a saponin
239,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1270.5,6,12,13,1,10,0,0.179,75,LIKELY_SAPONIN,Probably a saponin
240,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1229.4,6,13,12,2,10,0,0.203,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
241,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1257.5,6,14,12,2,10,0,0.215,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
242,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1271.5,6,14,12,2,10,0,0.212,85,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
243,O=C1N([H])[C@@]([H])(C(=O)N5[C@]([H])(C(=O)N([H])[C@]([H])(C...,1256.5,6,13,13,1,10,0,0.200,75,LIKELY_SAPONIN,Probably a saponin
244,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H]...,1270.5,6,13,13,1,10,0,0.197,75,LIKELY_SAPONIN,Probably a saponin
245,O=C1N([H])[C@@]([H])(C(=O)N([H])c5c(C(=O)N([H])[C@]([H])(C(=...,1292.5,6,13,13,1,9,0,0.191,70,LIKELY_SAPONIN,Probably a saponin
246,O=C1N([H])[C@@]([H])(C(=O)N([H])c5c(C(=O)N([H])[C@]([H])(C(=...,1292.5,6,12,13,1,9,0,0.174,70,LIKELY_SAPONIN,Probably a saponin
247,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,942.1,3,17,1,11,20,3,0.362,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
248,O=C3O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C(...,1032.2,4,17,1,11,19,3,0.315,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
249,O=[S](=O)(O)O[C@]4([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H...,578.8,4,9,0,3,9,0,0.333,70,LIKELY_SAPONIN,Probably a saponin
250,O=[S](=O)(O)O[C@]1([H])C([H])([H])C([H])([H])[C@]2([C@@]([H]...,580.8,4,9,0,3,10,0,0.333,75,LIKELY_SAPONIN,Probably a saponin
251,O=[S](=O)(O)OC([H])([H])[C@@]([H])([C@]4([H])[C@@]3([C@@]([H...,564.8,4,8,0,2,9,0,0.296,70,LIKELY_SAPONIN,Probably a saponin
252,O=C6O[C@]57[C@]([C@@]4(C([H])([H])C([H])([H])[C@]3([H])[C@](...,767.0,8,13,0,7,20,4,0.317,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
253,O=C(OC([H])([H])C([H])([H])ON(=O)O)[C@@]67C([H])([H])C([H])(...,840.0,7,15,1,6,18,4,0.349,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
254,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])ON(=O)O)[C@...,868.1,7,15,1,6,18,4,0.333,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
255,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,896.1,7,15,1,6,18,4,0.319,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
256,[H]C(=O)[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H])C([H]...,735.0,7,11,0,6,18,4,0.268,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
257,O=C5[C@]6([H])[C@]([C@@]4(C([H])([H])C([H])([H])[C@]3([H])[C...,767.0,7,13,0,7,19,4,0.317,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
