Index,SMILES,MW,Rings,Oxygen,Nitrogen,Hydroxyl,Chiral,Glycosidic,O/C_Ratio,Score,Classification,Description
522,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@@]([H])([...,827.0,7,16,0,10,20,4,0.381,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
523,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@]([H])(C(...,825.0,7,15,0,8,19,4,0.349,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
524,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])([...,648.8,6,10,0,6,14,2,0.278,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
525,[H][C@]7%13/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@]([H])(...,1692.8,13,38,1,20,43,14,0.481,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
526,[H][C@]8%14/C7=C(\[H])C([H])([H])[C@]6([H])[C@@]5([C@@]([H])...,1813.9,14,43,0,24,48,16,0.518,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
527,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])(C...,632.8,6,9,0,5,13,2,0.250,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
528,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@]([H])([C...,604.8,6,8,0,5,13,2,0.229,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
529,[H][C@]67/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@]([H])([C...,767.0,7,13,0,8,18,4,0.317,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
530,O=C(N([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=C(/[H]...,750.0,7,11,1,6,18,4,0.268,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
531,O=C(N([H])[C@@]1([H])C([H])([H])C1([H])[H])[C@@]78C([H])([H]...,790.0,8,11,1,6,18,4,0.250,120,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
532,O=C(N([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])...,849.2,7,11,2,6,18,4,0.234,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
533,O=C(N([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H...,847.1,8,11,2,6,18,4,0.234,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
534,O=C(N([H])c1c(O[H])c([H])c([H])c([H])c1[H])[C@@]78C([H])([H]...,842.1,8,12,1,7,18,4,0.255,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
535,O=C(N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)O[H])[...,848.1,8,13,1,7,19,4,0.283,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
536,O=C(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([...,891.2,8,13,2,7,18,4,0.271,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
537,O=C(N([H])[C@]([H])(C(=O)O[H])C([H])([H])O[H])[C@@]67C([H])(...,838.0,7,14,1,8,19,4,0.318,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
538,O=C(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([...,905.2,8,13,2,6,18,4,0.265,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
539,O=C(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])O[H])[C@...,852.1,7,14,1,7,19,4,0.311,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
540,O=C(OC([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5(/C(=...,765.0,7,12,0,6,18,4,0.286,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
541,O=C(OC([H])([H])OC(=O)C([H])([H])[H])[C@@]67C([H])([H])C([H]...,823.0,7,14,0,6,18,6,0.318,135,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
542,O=C(N([H])C([H])([H])C(=O)O[H])[C@@]78C([H])([H])C([H])([H])...,984.1,8,19,1,10,23,6,0.388,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
543,O=C(N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])[H])C([H])([...,1067.3,9,19,2,10,23,6,0.352,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
544,O=C(N([H])[C@]([H])(C(=O)O[H])C([H])([H])O[H])[C@@]78C([H])(...,1014.2,8,20,1,11,24,6,0.400,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
545,O=C(N([H])C([H])([H])C(=O)N([H])C([H])([H])C(=O)O[H])[C@@]78...,1041.2,8,20,2,10,23,6,0.392,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
546,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C(=O)O[H])[C@@]89C([H]...,1046.2,9,19,1,10,23,6,0.352,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
547,O=C(O[C@@]8([H])[C@]([H])(OC(=O)C(=C([H])C([H])([H])[H])C([H...,1141.3,8,23,0,12,26,6,0.404,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
548,O=C(O[C@@]5([H])[C@]([H])(OC(=O)C(=C([H])C([H])([H])[H])C([H...,670.9,5,8,0,4,12,0,0.200,90,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
549,O=C(O[C@@]8([H])[C@]([H])(OC(=O)C(=C([H])C([H])([H])[H])C([H...,1141.4,8,22,0,10,25,6,0.379,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
550,O=C(O[C@@]8([H])[C@]([H])(OC(=O)C([H])([H])[H])[C@@]7([C@]([...,1131.3,8,24,0,13,27,6,0.436,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
551,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N([H])[H])[C...,667.9,3,9,5,5,15,4,0.300,80,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
552,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@](...,470.7,0,4,4,0,2,0,0.160,-5,NOT_SAPONIN,Not a saponin
553,O=C(N([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C([H])(...,737.2,0,4,6,0,2,0,0.095,-5,NOT_SAPONIN,Not a saponin
554,O=C(O[H])c1c([H])c(OC([H])([H])[H])c([H])c([H])c1[H],152.1,1,3,0,1,0,0,0.375,10,NOT_SAPONIN,Not a saponin
555,O=C(O[H])c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c([H])c1...,166.2,1,3,0,1,0,0,0.333,10,NOT_SAPONIN,Not a saponin
556,[H]c1c([H])c(OC([H])([H])C([H])([H])[H])c([H])c(c1[H])c2nn([...,190.2,2,1,4,0,0,0,0.111,-20,NOT_SAPONIN,Not a saponin
557,[H]c2c([H])c(Oc1c([H])c([H])c([H])c([H])c1[H])c([H])c(c2[H])...,238.2,3,1,4,0,0,0,0.077,-10,NOT_SAPONIN,Not a saponin
558,[H]c1c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c(c1[H])c2nn(...,206.2,2,2,4,0,0,0,0.222,-10,NOT_SAPONIN,Not a saponin
559,[Cl]c1c([Cl])c([H])c([H])c(c1[H])c2nn([H])nn2,215.0,2,0,4,0,0,0,0.000,-20,NOT_SAPONIN,Not a saponin
560,[H]c1c(O[H])c(OC([H])([H])[H])c([H])c(c1[H])c2nn([H])nn2,192.2,2,2,4,1,0,0,0.250,-10,NOT_SAPONIN,Not a saponin
561,[H]c1c3c(c(c([H])c1[H])c2nn([H])nn2)c([H])c([H])c([H])c3[H],196.2,3,0,4,0,0,0,0.000,-10,NOT_SAPONIN,Not a saponin
562,O=C(O[H])C([H])=C([H])c2c([H])c(Oc1c([H])c([H])c([H])c([H])c...,240.3,2,3,0,1,0,0,0.200,5,NOT_SAPONIN,Not a saponin
563,[Cl]c1c([Cl])c([H])c([H])c(c1[H])C([H])=C([H])C(=O)O[H],217.1,1,2,0,1,0,0,0.222,10,NOT_SAPONIN,Not a saponin
564,O=C(O[H])C([H])=C([H])c1c(OC([H])([H])[H])c(OC([H])([H])[H])...,208.2,1,4,0,1,0,0,0.364,10,NOT_SAPONIN,Not a saponin
565,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])...,279.4,1,3,1,2,0,0,0.188,5,NOT_SAPONIN,Not a saponin
566,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])...,363.5,1,3,1,2,0,0,0.136,0,NOT_SAPONIN,Not a saponin
567,O=C(N([H])C([H])([H])C([H])([H])c1c([H])c([H])c(O[H])c(O[H])...,391.6,1,3,1,2,0,0,0.125,0,NOT_SAPONIN,Not a saponin
568,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,442.7,2,2,2,0,0,0,0.071,0,NOT_SAPONIN,Not a saponin
569,[H]c1n(c([H])c([H])c(c1[H])C([H])([H])OC([H])([H])C([H])([H]...,526.8,2,2,2,0,0,0,0.059,0,NOT_SAPONIN,Not a saponin
570,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,723.2,2,2,2,0,0,0,0.042,10,NOT_SAPONIN,Not a saponin
571,[H]c2n(c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H]...,779.3,2,2,2,0,0,0,0.038,10,NOT_SAPONIN,Not a saponin
572,[H]c1n(c([H])c([H])c(c1[H])C([H])([H])OC([H])([H])C([H])([H]...,807.4,2,2,2,0,0,0,0.037,20,UNLIKELY_SAPONIN,Probably not a saponin
573,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,412.5,2,4,2,1,2,0,0.167,5,NOT_SAPONIN,Not a saponin
574,O=C(N1C(=O)C(C(=O)[C@]1([H])[C@@]([H])(C([H])([H])C([H])([H]...,418.6,2,4,2,1,2,0,0.167,5,NOT_SAPONIN,Not a saponin
575,O=C(N1C(=O)C(C(=O)C1([H])[H])=C(O[H])C([H])([H])[H])C([H])=C...,293.4,1,4,1,1,0,0,0.250,5,NOT_SAPONIN,Not a saponin
576,O=C(N(C([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])[H])[C@](...,651.8,2,12,1,7,11,4,0.375,95,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
577,O=C(N(C([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])[H])[C@](...,693.9,2,13,1,6,11,4,0.382,95,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
578,O=C(N(C([H])([H])[C@@]1([H])O[C@]([H])(OC([H])([H])[H])[C@](...,750.0,2,13,1,6,11,4,0.342,95,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
579,[Cl]c2nc1c(c([H])c([H])c([H])c1c([H])c2C([H])([H])O[H])C([H]...,207.7,2,1,1,1,0,0,0.091,-5,NOT_SAPONIN,Not a saponin
580,[Cl]c2nc1c([H])c(c([H])c([H])c1c([H])c2C([H])([H])O[H])C([H]...,207.7,2,1,1,1,0,0,0.091,-5,NOT_SAPONIN,Not a saponin
581,[Cl]c2nc1c(OC([H])([H])[H])c([H])c([H])c([H])c1c([H])c2C([H]...,223.7,2,2,1,1,0,0,0.182,0,NOT_SAPONIN,Not a saponin
582,[Cl]c2nc1c([H])c([H])c(OC([H])([H])[H])c([H])c1c([H])c2C([H]...,223.7,2,2,1,1,0,0,0.182,0,NOT_SAPONIN,Not a saponin
583,O=c4n3c(c2nc1c([H])c([H])c([H])c([H])c1c([H])c2C3([H])[H])c(...,348.4,5,4,2,1,1,0,0.200,15,NOT_SAPONIN,Not a saponin
584,O=C(C([H])([H])c1c(c(O[H])c2c(c1O[H])C(=O)C(OC([H])([H])[H])...,290.3,2,6,0,2,0,0,0.400,30,UNLIKELY_SAPONIN,Probably not a saponin
585,O=C3c1c(c(O[H])c2c(c1O[H])C([H])([H])[C@@](OC2([H])[H])(O[H]...,306.3,3,7,0,3,1,1,0.467,55,POSSIBLE_SAPONIN,Could be a saponin
586,O=C3c1c(c(O[H])c2c(c1O[H])C([H])([H])[C@@](OC2([H])[H])(OC([...,320.3,3,7,0,2,1,2,0.438,60,LIKELY_SAPONIN,Probably a saponin
587,O=C(c1c([H])c(c(OC([H])([H])C([H])([H])N([H])[H])c([H])c1OC(...,727.0,3,4,8,0,0,0,0.111,5,NOT_SAPONIN,Not a saponin
588,O=C(OC([H])([H])[H])C([H])=C([H])[H],86.1,0,2,0,0,0,0,0.500,10,NOT_SAPONIN,Not a saponin
589,O=C(OC([H])([H])C([H])([H])[H])C([H])=C([H])[H],100.1,0,2,0,0,0,0,0.400,10,NOT_SAPONIN,Not a saponin
590,O=C(OC([H])([H])C([H])([H])C([H])([H])[H])C([H])=C([H])[H],114.1,0,2,0,0,0,0,0.333,10,NOT_SAPONIN,Not a saponin
591,O=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])[H],114.1,0,2,0,0,0,0,0.333,10,NOT_SAPONIN,Not a saponin
592,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])=...,128.2,0,2,0,0,0,0,0.286,10,NOT_SAPONIN,Not a saponin
593,O=C(OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])=...,128.2,0,2,0,0,0,0,0.286,10,NOT_SAPONIN,Not a saponin
594,O=C(OC([H])([H])[H])C(=C([H])[H])C([H])([H])[H],100.1,0,2,0,0,0,0,0.400,10,NOT_SAPONIN,Not a saponin
595,O=C(OC([H])([H])C([H])([H])[H])C(=C([H])[H])C([H])([H])[H],114.1,0,2,0,0,0,0,0.333,10,NOT_SAPONIN,Not a saponin
596,O=C(OC([H])([H])C([H])([H])C([H])([H])[H])C(=C([H])[H])C([H]...,128.2,0,2,0,0,0,0,0.286,10,NOT_SAPONIN,Not a saponin
597,O=C(OC([H])(C([H])([H])[H])C([H])([H])[H])C(=C([H])[H])C([H]...,128.2,0,2,0,0,0,0,0.286,10,NOT_SAPONIN,Not a saponin
598,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(=C([H...,142.2,0,2,0,0,0,0,0.250,10,NOT_SAPONIN,Not a saponin
599,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,229.4,0,2,1,0,1,0,0.154,0,NOT_SAPONIN,Not a saponin
600,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,257.4,0,2,1,0,1,0,0.133,-5,NOT_SAPONIN,Not a saponin
601,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,285.5,0,2,1,0,1,0,0.118,-5,NOT_SAPONIN,Not a saponin
602,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,313.5,0,2,1,0,1,0,0.105,-5,NOT_SAPONIN,Not a saponin
603,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,341.6,0,2,1,0,1,0,0.095,-5,NOT_SAPONIN,Not a saponin
604,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,271.4,0,2,1,0,0,0,0.125,-5,NOT_SAPONIN,Not a saponin
605,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,327.6,0,2,1,0,0,0,0.100,-5,NOT_SAPONIN,Not a saponin
606,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,271.4,0,2,1,0,0,0,0.125,-5,NOT_SAPONIN,Not a saponin
607,O=C(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])...,327.6,0,2,1,0,0,0,0.100,-5,NOT_SAPONIN,Not a saponin
608,O=C(OC([H])([H])C([H])([H])[H])C([H])([H])c1nc([s]c1C([H])([...,326.5,1,2,2,0,0,0,0.118,-10,NOT_SAPONIN,Not a saponin
609,O=C2N([H])c1c([H])c([H])c([H])c([H])c1C2(c3c([H])n([H])c4c3c...,423.5,6,3,3,0,0,0,0.115,20,UNLIKELY_SAPONIN,Probably not a saponin
610,O=C(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C...,1191.4,10,25,0,14,32,10,0.431,150,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
611,O=C(N([H])C([H])([H])[H])[C@@]67C([H])([H])C([H])([H])[C@@]5...,840.0,7,15,1,8,20,4,0.349,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
612,O=C(N([H])C([H])([H])c1c([H])c(OC([H])([H])[H])c(OC([H])([H]...,976.2,8,17,1,8,20,4,0.333,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
613,O=C(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])C([H])([...,972.2,7,17,1,8,21,4,0.354,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
614,O=C(N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c1c([H])...,988.2,8,17,1,8,21,4,0.327,140,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
615,[H][C@]7%12/C6=C(\[H])C([H])([H])[C@]5([H])[C@@]4([C@@]([H])...,1626.8,12,36,1,19,43,14,0.474,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
616,[H][C@]68/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@@]([H])([...,973.1,8,20,0,12,24,6,0.417,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
617,[H][C@]57/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@@]([H])(C...,795.0,7,14,0,8,18,4,0.333,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
618,[H][C@]56/C4=C(\[H])C([H])([H])[C@]3([H])[C@@]2([C@]([H])([C...,634.8,6,10,0,6,14,2,0.286,125,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
619,O=C(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])[C@@]78C(...,820.1,8,12,1,6,18,4,0.267,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
620,O=C(N([H])c1c([H])c([H])c(c([H])c1[H])C(=O)O[H])[C@@]78C([H]...,870.1,8,13,1,7,18,4,0.271,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
621,O=C(N1C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C(=O)OC([H]...,862.1,8,13,1,6,19,4,0.277,130,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
622,O=C(N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)O[H])...,1024.2,9,19,1,10,24,6,0.365,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
623,[H][C@]68/C5=C(\[H])C([H])([H])[C@]4([H])[C@@]3([C@@]([H])(C...,969.1,8,19,0,9,22,6,0.388,145,HIGH_CONFIDENCE_SAPONIN,Very likely a saponin
