#Name,LogHD50,Co-solvent,SMILES,Reference
W0532,1.32,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])C([H])([H])C([H])([H])C([Cl])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0533,0.969,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])C([H])=C([H])C([H])=C([H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0534,1.029,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])c%10c([H])c([H])c([H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0535,0.978,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])c%10c([H])c([H])c(OC([H])([H])[H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0536,1.591,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])c%10c([H])c([H])c(c([H])c%10[H])N(=O)O,"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0537,0.869,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])c%10c([H])c([H])c([H])c([H])c%10[I],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0538,0.973,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])C([H])([H])Oc%10c([H])c([H])c([H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0539,0.973,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])C([H])([H])Oc%10c([H])c([H])c([Cl])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0540,1.072,DMSO,O=C(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])C([H])=C([H])c%10c([H])c([H])c([H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0541,0.954,DMSO,O=C(OC([H])([H])C2=c3c(=C1C([H])=C([H])C([H])=C([H])[C@]12[H])c([H])c([H])c([H])c3[H])N([H])C([H])([H])[C@@]%11([H])O[C@@]([H])(O[C@@]9([H])C([H])([H])C([H])([H])[C@]4(/C(=C(/[H])C([H])([H])[C@]5([H])[C@]4([H])C([H])([H])C([H])([H])[C@]8([C@]5([H])C([H])([H])[C@]7([H])O[C@@]6(OC([H])([H])[C@@]([H])(C([H])([H])C6([H])[H])C([H])([H])[H])[C@]([H])([C@]78[H])C([H])([H])[H])C([H])([H])[H])C9([H])[H])C([H])([H])[H])[C@]([H])(O[C@]%10([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]%10([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]%11([H])O[C@@]%12([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]%12([H])O[H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0542,0.839,DMSO,O=[S](=O)(N([H])C([H])([H])[C@@]8([H])O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]([H])(O[H])[C@]8([H])O[C@@]9([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]9([H])O[H])C([H])([H])[H])c%10c%11c(c([H])c([H])c%10[H])c(c([H])c([H])c%11[H])N(C([H])([H])[H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0543,0.987,DMSO,N#N=NC([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0544,0.415,DMSO,[H]C5([H])[C@]([H])(O[C@]2([H])O[C@@]([H])([C@@]([H])(O[C@@]1([H])O[C@]([H])([C@]([H])(OC([H])([H])C([H])([H])N([H])[H])[C@@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]2([H])O[C@]3([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]3([H])O[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C4=C([H])C([H])([H])[C@]6([H])[C@@]([H])([C@]4(C5([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]9([C@]6([H])C([H])([H])[C@]8([H])O[C@@]7(OC([H])([H])[C@@]([H])(C([H])([H])C7([H])[H])C([H])([H])[H])[C@]([H])([C@]89[H])C([H])([H])[H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0545,0.964,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0546,0.756,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([F])([F])[F],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0547,0.58,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([H])([H])C([H])([H])C([Cl])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0548,0.204,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([H])=C([H])C([H])=C([H])C([H])([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0549,0.58,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0550,1.693,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])c%10c([H])c([H])c([H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0551,0.653,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])c%10c([H])c([H])c(OC([H])([H])[H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0552,0.69,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])c%10c([H])c([H])c(c([H])c%10[H])N(=O)O,"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0553,0.23,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])c%10c([H])c([H])c([H])c([H])c%10[I],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0554,0.881,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([H])([H])Oc%10c([H])c([H])c([H])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
W0555,0.462,DMSO,O=C(N([H])C([H])([H])C([H])([H])O[C@]9([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@]8([H])[C@]([H])(O[C@@]([H])(O[C@@]6([H])C([H])([H])C([H])([H])[C@]1(/C(=C(/[H])C([H])([H])[C@]2([H])[C@]1([H])C([H])([H])C([H])([H])[C@]5([C@]2([H])C([H])([H])[C@]4([H])O[C@@]3(OC([H])([H])[C@@]([H])(C([H])([H])C3([H])[H])C([H])([H])[H])[C@]([H])([C@]45[H])C([H])([H])[H])C([H])([H])[H])C6([H])[H])C([H])([H])[H])[C@]([H])(O[C@]7([H])O[C@]([H])([C@]([H])(O[H])[C@@]([H])(O[H])[C@@]7([H])O[H])C([H])([H])[H])[C@@]8([H])O[H])C([H])([H])O[H])O[C@@]9([H])C([H])([H])[H])C([H])([H])Oc%10c([H])c([H])c([Cl])c([H])c%10[H],"Exploration of the correlation between the structure, hemolytic activity, and cytotoxicity of steroid saponins, Wang Y, Zhang Y, Zhu Z, Zhu S, Li Y, Li M, Yu B., Bioorg Med Chem. 2007 Apr 1;15(7):2528-2532."
