#Name,LogHD50,Co-solvent,SMILES,Reference
W0257,2.23,DMF,O=C4O[C@@]([H])(C([H])([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C([H])([H])[H])C([H])([H])[C@]2([H])O[C@](O[H])(C([H])([H])[C@]([H])(O[H])[C@@]2([H])C(=O)O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]3([H])O[C@]3([H])C([H])=C4[H])C([H])([H])[H],"Semisynthesis and Biological Evaluation of Xanthone Amphiphilics as Selective, Highly Potent Antifungal Agents to Combat Fungal Resistance, Lin S, Sin WLW, Koh JJ, Lim F, Wang L, Cao D, Beuerman RW, Ren L, Liu S., J Med Chem. 2017 Dec 28;60(24):10135-10150."
W0269,0.663,DMSO,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C([H])([H])[C@]3([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C2([H])[H])C([H])([H])[C@]([H])(O[H])[C@@]3([H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0270,0.806,DMSO,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C([H])([H])[C@]3([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C2([H])[H])C([H])([H])[C@]([H])(O[H])[C@@]3([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0271,0.895,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0272,1.204,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0273,1.342,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])[C@]([H])(O[H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])[C@]([H])(O[H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0274,1.512,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])[C@]([H])(O[H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])[C@]([H])(O[H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0275,1.646,DMSO,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C([H])([H])[C@]3([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C2([H])[H])C([H])([H])[C@]([H])(O[H])[C@@]3([H])C(=O)O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0276,0.544,DMSO,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C([H])([H])[C@]3([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C2([H])[H])C([H])([H])[C@]([H])(O[H])[C@@]3([H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0277,0.423,DMSO,O=C2O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C([H])([H])[C@]3([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C2([H])[H])C([H])([H])[C@]([H])(O[H])[C@@]3([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0278,1.097,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0279,1.281,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])C([H])([H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])C([H])([H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0280,1.389,DMSO,O=C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)[C@@]3([H])[C@@]2([H])O[C@](O[H])(C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C(=O)O[C@]([H])([C@@]([H])([C@]([H])(O[H])[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])C([H])=C([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@]1([H])O[H])C2([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([H])O[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])[C@]([H])([C@]7([H])[C@@]6([C@@]([H])([C@]5([H])[C@]([H])(O[H])C([H])([H])[C@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]4([C@@]5([H])C([H])([H])[C@]6([H])O[H])C([H])([H])[H])C([H])([H])C7([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]%11([H])[C@@]%10([C@@]([H])([C@]9([H])[C@]([H])(O[H])C([H])([H])[C@]8([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]8([C@@]9([H])C([H])([H])[C@]%10([H])O[H])C([H])([H])[H])C([H])([H])C%11([H])[H])C([H])([H])[H])C([H])([H])[H],"Molecular Umbrellas Modulate the Selective Toxicity of Polyene Macrolide Antifungals, Skwarecki AS, Skarbek K, Martynow D, Serocki M, Byli??ska I, Milewska MJ, Milewski S., Bioconjug Chem. 2018 Apr 18;29(4):1454-1465."
W0281,1.724,,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])[C@](C1([H])[H])([C@]3([H])[C@@](O[H])(C([H])([H])[C@@]2([H])O[H])[C@]4([H])[C@](C([H])([H])C3([H])[H])([C@]([H])(C([H])([H])[C@@]4([H])O[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Polar steroidal compounds from the far eastern starfish henricia leviuscula, Ivanchina NV, Kicha AA, Kalinovsky AI, Dmitrenok PS, Dmitrenok AS, Chaikina EL, Stonik VA, Gavagnin M, Cimino G., J Nat Prod. 2006 Feb;69(2):224-228."
W0282,2.322,,[H]C1([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]2([H])[C@](C1([H])[H])([C@]3([H])[C@@](O[H])(C([H])([H])[C@@]2([H])O[H])[C@]4([H])[C@](C([H])([H])C3([H])[H])([C@]([H])(C([H])([H])[C@@]4([H])O[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(O[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Polar steroidal compounds from the far eastern starfish henricia leviuscula, Ivanchina NV, Kicha AA, Kalinovsky AI, Dmitrenok PS, Dmitrenok AS, Chaikina EL, Stonik VA, Gavagnin M, Cimino G., J Nat Prod. 2006 Feb;69(2):224-228."
W0283,2.079,,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[H])[C@@]1([H])OC([H])([H])[H])C([H])=C3[C@](C2([H])[H])([C@]4([H])[C@@](O[H])(C([H])([H])[C@@]3([H])O[H])[C@]5([H])[C@](C([H])([H])C4([H])[H])([C@]([H])([C@@]([H])(O[H])[C@]5([H])O[H])[C@@]([H])(C([H])=C([H])[C@]([H])([C@@]([H])(C([H])([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Polar steroidal compounds from the far eastern starfish henricia leviuscula, Ivanchina NV, Kicha AA, Kalinovsky AI, Dmitrenok PS, Dmitrenok AS, Chaikina EL, Stonik VA, Gavagnin M, Cimino G., J Nat Prod. 2006 Feb;69(2):224-228."
W0284,1.903,,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[H])[C@@]1([H])OC([H])([H])[H])C([H])=C3[C@](C2([H])[H])([C@]4([H])[C@@](O[H])(C([H])([H])[C@@]3([H])O[H])[C@]5([H])[C@](C([H])([H])C4([H])[H])([C@]([H])([C@@]([H])(O[H])[C@]5([H])O[H])[C@@]([H])(C([H])=C([H])[C@@]([H])(C([H])([H])C([H])([H])O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Polar steroidal compounds from the far eastern starfish henricia leviuscula, Ivanchina NV, Kicha AA, Kalinovsky AI, Dmitrenok PS, Dmitrenok AS, Chaikina EL, Stonik VA, Gavagnin M, Cimino G., J Nat Prod. 2006 Feb;69(2):224-228."
W0285,2.114,,[H]C2([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@@]([H])(OC([H])([H])[H])[C@]([H])(O[H])[C@@]1([H])OC([H])([H])[H])[C@]([H])(O[H])[C@]3([H])[C@](C2([H])[H])([C@]4([H])[C@@](O[H])(C([H])([H])[C@@]3([H])O[H])[C@]5([H])[C@](C([H])([H])C4([H])[H])([C@]([H])(C([H])([H])[C@]5([H])O[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[C@]6([H])O[C@]([H])([C@]([H])(O[H])[C@@]6([H])O[H])C([H])([H])O[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Polar steroidal compounds from the far eastern starfish henricia leviuscula, Ivanchina NV, Kicha AA, Kalinovsky AI, Dmitrenok PS, Dmitrenok AS, Chaikina EL, Stonik VA, Gavagnin M, Cimino G., J Nat Prod. 2006 Feb;69(2):224-228."
